path	chapter	relevance	use_case	action
plots/ml_runs/ml_xgb_8d/outliers_test_raw_true_pred_resid_png/outlier_test_0038_idx23051.png	Chapter 5 / Appendix	Low	Large galleries; qualitative forensics only	Keep 6-12 pre-defined exemplars
plots/ml_runs/ml_xgb_8d/outliers_test_raw_true_pred_resid_png/outlier_test_0039_idx8735.png	Chapter 5 / Appendix	Low	Large galleries; qualitative forensics only	Keep 6-12 pre-defined exemplars
plots/ml_runs/ml_xgb_8d/outliers_test_raw_true_pred_resid_png/outlier_test_0040_idx14026.png	Chapter 5 / Appendix	Low	Large galleries; qualitative forensics only	Keep 6-12 pre-defined exemplars
plots/ml_runs/ml_xgb_8d/outliers_test_raw_true_pred_resid_png/outlier_test_0041_idx14298.png	Chapter 5 / Appendix	Low	Large galleries; qualitative forensics only	Keep 6-12 pre-defined exemplars
plots/ml_runs/ml_xgb_8d/outliers_test_raw_true_pred_resid_png/outlier_test_0042_idx30260.png	Chapter 5 / Appendix	Low	Large galleries; qualitative forensics only	Keep 6-12 pre-defined exemplars
plots/ml_runs/ml_xgb_8d/outliers_test_raw_true_pred_resid_png/outlier_test_0043_idx2511.png	Chapter 5 / Appendix	Low	Large galleries; qualitative forensics only	Keep 6-12 pre-defined exemplars
plots/ml_runs/ml_xgb_8d/outliers_test_raw_true_pred_resid_png/outlier_test_0044_idx26572.png	Chapter 5 / Appendix	Low	Large galleries; qualitative forensics only	Keep 6-12 pre-defined exemplars
plots/ml_runs/ml_xgb_8d/outliers_test_raw_true_pred_resid_png/outlier_test_0045_idx31456.png	Chapter 5 / Appendix	Low	Large galleries; qualitative forensics only	Keep 6-12 pre-defined exemplars
plots/ml_runs/ml_xgb_8d/outliers_test_raw_true_pred_resid_png/outlier_test_0046_idx33099.png	Chapter 5 / Appendix	Low	Large galleries; qualitative forensics only	Keep 6-12 pre-defined exemplars
plots/ml_runs/ml_xgb_8d/outliers_test_raw_true_pred_resid_png/outlier_test_0047_idx22264.png	Chapter 5 / Appendix	Low	Large galleries; qualitative forensics only	Keep 6-12 pre-defined exemplars
plots/ml_runs/ml_xgb_8d/outliers_test_raw_true_pred_resid_png/outlier_test_0048_idx26528.png	Chapter 5 / Appendix	Low	Large galleries; qualitative forensics only	Keep 6-12 pre-defined exemplars
plots/ml_runs/ml_xgb_8d/outliers_test_raw_true_pred_resid_png/outlier_test_0049_idx26311.png	Chapter 5 / Appendix	Low	Large galleries; qualitative forensics only	Keep 6-12 pre-defined exemplars
plots/ml_runs/ml_xgb_8d/outliers_test_raw_true_pred_resid_png/outlier_test_0050_idx10707.png	Chapter 5 / Appendix	Low	Large galleries; qualitative forensics only	Keep 6-12 pre-defined exemplars
plots/ml_runs/ml_xgb_8d/outliers_test_raw_true_pred_resid_png/outlier_test_0051_idx14726.png	Chapter 5 / Appendix	Low	Large galleries; qualitative forensics only	Keep 6-12 pre-defined exemplars
plots/ml_runs/ml_xgb_8d/outliers_test_raw_true_pred_resid_png/outlier_test_0052_idx25110.png	Chapter 5 / Appendix	Low	Large galleries; qualitative forensics only	Keep 6-12 pre-defined exemplars
plots/ml_runs/ml_xgb_8d/outliers_test_raw_true_pred_resid_png/outlier_test_0053_idx11164.png	Chapter 5 / Appendix	Low	Large galleries; qualitative forensics only	Keep 6-12 pre-defined exemplars
plots/ml_runs/ml_xgb_8d/outliers_test_raw_true_pred_resid_png/outlier_test_0054_idx14914.png	Chapter 5 / Appendix	Low	Large galleries; qualitative forensics only	Keep 6-12 pre-defined exemplars
plots/ml_runs/ml_xgb_8d/outliers_test_raw_true_pred_resid_png/outlier_test_0055_idx23193.png	Chapter 5 / Appendix	Low	Large galleries; qualitative forensics only	Keep 6-12 pre-defined exemplars
plots/ml_runs/ml_xgb_8d/outliers_test_raw_true_pred_resid_png/outlier_test_0056_idx14832.png	Chapter 5 / Appendix	Low	Large galleries; qualitative forensics only	Keep 6-12 pre-defined exemplars
plots/ml_runs/ml_xgb_8d/outliers_test_raw_true_pred_resid_png/outlier_test_0057_idx23218.png	Chapter 5 / Appendix	Low	Large galleries; qualitative forensics only	Keep 6-12 pre-defined exemplars
plots/ml_runs/ml_xgb_8d/outliers_test_raw_true_pred_resid_png/outlier_test_0058_idx23129.png	Chapter 5 / Appendix	Low	Large galleries; qualitative forensics only	Keep 6-12 pre-defined exemplars
plots/ml_runs/ml_xgb_8d/outliers_test_raw_true_pred_resid_png/outlier_test_0059_idx13388.png	Chapter 5 / Appendix	Low	Large galleries; qualitative forensics only	Keep 6-12 pre-defined exemplars
plots/ml_runs/ml_xgb_8d/outliers_test_raw_true_pred_resid_png/outlier_test_0060_idx26575.png	Chapter 5 / Appendix	Low	Large galleries; qualitative forensics only	Keep 6-12 pre-defined exemplars
plots/ml_runs/ml_xgb_8d/outliers_test_raw_true_pred_resid_png/outlier_test_0061_idx14741.png	Chapter 5 / Appendix	Low	Large galleries; qualitative forensics only	Keep 6-12 pre-defined exemplars
plots/ml_runs/ml_xgb_8d/outliers_test_raw_true_pred_resid_png/outlier_test_0062_idx14232.png	Chapter 5 / Appendix	Low	Large galleries; qualitative forensics only	Keep 6-12 pre-defined exemplars
plots/ml_runs/ml_xgb_8d/outliers_test_raw_true_pred_resid_png/outlier_test_0063_idx31334.png	Chapter 5 / Appendix	Low	Large galleries; qualitative forensics only	Keep 6-12 pre-defined exemplars
plots/ml_runs/ml_xgb_8d/outliers_test_raw_true_pred_resid_png/outlier_test_0064_idx26548.png	Chapter 5 / Appendix	Low	Large galleries; qualitative forensics only	Keep 6-12 pre-defined exemplars
plots/ml_runs/ml_xgb_8d/outliers_test_raw_true_pred_resid_png/outlier_test_0065_idx28066.png	Chapter 5 / Appendix	Low	Large galleries; qualitative forensics only	Keep 6-12 pre-defined exemplars
plots/ml_runs/ml_xgb_8d/outliers_test_raw_true_pred_resid_png/outlier_test_0066_idx31176.png	Chapter 5 / Appendix	Low	Large galleries; qualitative forensics only	Keep 6-12 pre-defined exemplars
plots/ml_runs/ml_xgb_8d/outliers_test_raw_true_pred_resid_png/outlier_test_0067_idx2152.png	Chapter 5 / Appendix	Low	Large galleries; qualitative forensics only	Keep 6-12 pre-defined exemplars
plots/ml_runs/ml_xgb_8d/outliers_test_raw_true_pred_resid_png/outlier_test_0068_idx22576.png	Chapter 5 / Appendix	Low	Large galleries; qualitative forensics only	Keep 6-12 pre-defined exemplars
plots/ml_runs/ml_xgb_8d/outliers_test_raw_true_pred_resid_png/outlier_test_0069_idx22980.png	Chapter 5 / Appendix	Low	Large galleries; qualitative forensics only	Keep 6-12 pre-defined exemplars
plots/ml_runs/ml_xgb_8d/outliers_test_raw_true_pred_resid_png/outlier_test_0070_idx26165.png	Chapter 5 / Appendix	Low	Large galleries; qualitative forensics only	Keep 6-12 pre-defined exemplars
plots/ml_runs/ml_xgb_8d/outliers_test_raw_true_pred_resid_png/outlier_test_0071_idx22712.png	Chapter 5 / Appendix	Low	Large galleries; qualitative forensics only	Keep 6-12 pre-defined exemplars
plots/ml_runs/ml_xgb_8d/outliers_test_raw_true_pred_resid_png/outlier_test_0072_idx26524.png	Chapter 5 / Appendix	Low	Large galleries; qualitative forensics only	Keep 6-12 pre-defined exemplars
plots/ml_runs/ml_xgb_8d/outliers_test_raw_true_pred_resid_png/outlier_test_0073_idx26422.png	Chapter 5 / Appendix	Low	Large galleries; qualitative forensics only	Keep 6-12 pre-defined exemplars
plots/ml_runs/ml_xgb_8d/outliers_test_raw_true_pred_resid_png/outlier_test_0074_idx14682.png	Chapter 5 / Appendix	Low	Large galleries; qualitative forensics only	Keep 6-12 pre-defined exemplars
plots/ml_runs/ml_xgb_8d/outliers_test_raw_true_pred_resid_png/outlier_test_0075_idx21957.png	Chapter 5 / Appendix	Low	Large galleries; qualitative forensics only	Keep 6-12 pre-defined exemplars
plots/ml_runs/ml_xgb_8d/outliers_test_raw_true_pred_resid_png/outlier_test_0076_idx14035.png	Chapter 5 / Appendix	Low	Large galleries; qualitative forensics only	Keep 6-12 pre-defined exemplars
plots/ml_runs/ml_xgb_8d/outliers_test_raw_true_pred_resid_png/outlier_test_0077_idx33043.png	Chapter 5 / Appendix	Low	Large galleries; qualitative forensics only	Keep 6-12 pre-defined exemplars
plots/ml_runs/ml_xgb_8d/outliers_test_raw_true_pred_resid_png/outlier_test_0078_idx2418.png	Chapter 5 / Appendix	Low	Large galleries; qualitative forensics only	Keep 6-12 pre-defined exemplars
plots/ml_runs/ml_xgb_8d/outliers_test_raw_true_pred_resid_png/outlier_test_0079_idx31054.png	Chapter 5 / Appendix	Low	Large galleries; qualitative forensics only	Keep 6-12 pre-defined exemplars
plots/ml_runs/ml_xgb_8d/outliers_test_raw_true_pred_resid_png/outlier_test_0080_idx23250.png	Chapter 5 / Appendix	Low	Large galleries; qualitative forensics only	Keep 6-12 pre-defined exemplars
plots/ml_runs/ml_xgb_8d/outliers_test_raw_true_pred_resid_png/outlier_test_0081_idx31156.png	Chapter 5 / Appendix	Low	Large galleries; qualitative forensics only	Keep 6-12 pre-defined exemplars
plots/ml_runs/ml_xgb_8d/outliers_test_raw_true_pred_resid_png/outlier_test_0082_idx21575.png	Chapter 5 / Appendix	Low	Large galleries; qualitative forensics only	Keep 6-12 pre-defined exemplars
plots/ml_runs/ml_xgb_8d/outliers_test_raw_true_pred_resid_png/outlier_test_0083_idx26601.png	Chapter 5 / Appendix	Low	Large galleries; qualitative forensics only	Keep 6-12 pre-defined exemplars
plots/ml_runs/ml_xgb_8d/outliers_test_raw_true_pred_resid_png/outlier_test_0084_idx27950.png	Chapter 5 / Appendix	Low	Large galleries; qualitative forensics only	Keep 6-12 pre-defined exemplars
plots/ml_runs/ml_xgb_8d/outliers_test_raw_true_pred_resid_png/outlier_test_0085_idx25497.png	Chapter 5 / Appendix	Low	Large galleries; qualitative forensics only	Keep 6-12 pre-defined exemplars
plots/ml_runs/ml_xgb_8d/outliers_test_raw_true_pred_resid_png/outlier_test_0086_idx2063.png	Chapter 5 / Appendix	Low	Large galleries; qualitative forensics only	Keep 6-12 pre-defined exemplars
plots/ml_runs/ml_xgb_8d/outliers_test_raw_true_pred_resid_png/outlier_test_0087_idx31555.png	Chapter 5 / Appendix	Low	Large galleries; qualitative forensics only	Keep 6-12 pre-defined exemplars
plots/ml_runs/ml_xgb_8d/outliers_test_raw_true_pred_resid_png/outlier_test_0088_idx11615.png	Chapter 5 / Appendix	Low	Large galleries; qualitative forensics only	Keep 6-12 pre-defined exemplars
plots/ml_runs/ml_xgb_8d/outliers_test_raw_true_pred_resid_png/outlier_test_0089_idx11509.png	Chapter 5 / Appendix	Low	Large galleries; qualitative forensics only	Keep 6-12 pre-defined exemplars
plots/ml_runs/ml_xgb_8d/outliers_test_raw_true_pred_resid_png/outlier_test_0090_idx845.png	Chapter 5 / Appendix	Low	Large galleries; qualitative forensics only	Keep 6-12 pre-defined exemplars
plots/ml_runs/ml_xgb_8d/outliers_test_raw_true_pred_resid_png/outlier_test_0091_idx33112.png	Chapter 5 / Appendix	Low	Large galleries; qualitative forensics only	Keep 6-12 pre-defined exemplars
plots/ml_runs/ml_xgb_8d/outliers_test_raw_true_pred_resid_png/outlier_test_0092_idx22772.png	Chapter 5 / Appendix	Low	Large galleries; qualitative forensics only	Keep 6-12 pre-defined exemplars
plots/ml_runs/ml_xgb_8d/outliers_test_raw_true_pred_resid_png/outlier_test_0093_idx30342.png	Chapter 5 / Appendix	Low	Large galleries; qualitative forensics only	Keep 6-12 pre-defined exemplars
plots/ml_runs/ml_xgb_8d/outliers_test_raw_true_pred_resid_png/outlier_test_0094_idx30074.png	Chapter 5 / Appendix	Low	Large galleries; qualitative forensics only	Keep 6-12 pre-defined exemplars
plots/ml_runs/ml_xgb_8d/outliers_test_raw_true_pred_resid_png/outlier_test_0095_idx2663.png	Chapter 5 / Appendix	Low	Large galleries; qualitative forensics only	Keep 6-12 pre-defined exemplars
plots/ml_runs/ml_xgb_8d/outliers_test_raw_true_pred_resid_png/outlier_test_0096_idx8712.png	Chapter 5 / Appendix	Low	Large galleries; qualitative forensics only	Keep 6-12 pre-defined exemplars
plots/ml_runs/ml_xgb_8d/outliers_test_raw_true_pred_resid_png/outlier_test_0097_idx7721.png	Chapter 5 / Appendix	Low	Large galleries; qualitative forensics only	Keep 6-12 pre-defined exemplars
plots/ml_runs/ml_xgb_8d/outliers_test_raw_true_pred_resid_png/outlier_test_0098_idx24846.png	Chapter 5 / Appendix	Low	Large galleries; qualitative forensics only	Keep 6-12 pre-defined exemplars
plots/ml_runs/ml_xgb_8d/outliers_test_raw_true_pred_resid_png/outlier_test_0099_idx26067.png	Chapter 5 / Appendix	Low	Large galleries; qualitative forensics only	Keep 6-12 pre-defined exemplars
plots/ml_runs/ml_xgb_8d/outliers_test_raw_true_pred_resid_png/outlier_test_0100_idx8583.png	Chapter 5 / Appendix	Low	Large galleries; qualitative forensics only	Keep 6-12 pre-defined exemplars
plots/ml_runs/ml_xgb_8d/outliers_test_raw_true_pred_resid_png/outlier_test_0101_idx10772.png	Chapter 5 / Appendix	Low	Large galleries; qualitative forensics only	Keep 6-12 pre-defined exemplars
plots/ml_runs/ml_xgb_8d/outliers_test_raw_true_pred_resid_png/outlier_test_0102_idx14212.png	Chapter 5 / Appendix	Low	Large galleries; qualitative forensics only	Keep 6-12 pre-defined exemplars
plots/ml_runs/ml_xgb_8d/outliers_test_raw_true_pred_resid_png/outlier_test_0103_idx24754.png	Chapter 5 / Appendix	Low	Large galleries; qualitative forensics only	Keep 6-12 pre-defined exemplars
plots/ml_runs/ml_xgb_8d/outliers_test_raw_true_pred_resid_png/outlier_test_0104_idx33101.png	Chapter 5 / Appendix	Low	Large galleries; qualitative forensics only	Keep 6-12 pre-defined exemplars
plots/ml_runs/ml_xgb_8d/outliers_test_raw_true_pred_resid_png/outlier_test_0105_idx26405.png	Chapter 5 / Appendix	Low	Large galleries; qualitative forensics only	Keep 6-12 pre-defined exemplars
plots/ml_runs/ml_xgb_8d/outliers_test_raw_true_pred_resid_png/outlier_test_0106_idx31356.png	Chapter 5 / Appendix	Low	Large galleries; qualitative forensics only	Keep 6-12 pre-defined exemplars
plots/ml_runs/ml_xgb_8d/outliers_test_raw_true_pred_resid_png/outlier_test_0107_idx14514.png	Chapter 5 / Appendix	Low	Large galleries; qualitative forensics only	Keep 6-12 pre-defined exemplars
plots/ml_runs/ml_xgb_8d/outliers_test_raw_true_pred_resid_png/outlier_test_0108_idx22289.png	Chapter 5 / Appendix	Low	Large galleries; qualitative forensics only	Keep 6-12 pre-defined exemplars
plots/ml_runs/ml_xgb_8d/outliers_test_raw_true_pred_resid_png/outlier_test_0109_idx22830.png	Chapter 5 / Appendix	Low	Large galleries; qualitative forensics only	Keep 6-12 pre-defined exemplars
plots/ml_runs/ml_xgb_8d/outliers_test_raw_true_pred_resid_png/outlier_test_0110_idx28280.png	Chapter 5 / Appendix	Low	Large galleries; qualitative forensics only	Keep 6-12 pre-defined exemplars
plots/ml_runs/ml_xgb_8d/outliers_test_raw_true_pred_resid_png/outlier_test_0111_idx26584.png	Chapter 5 / Appendix	Low	Large galleries; qualitative forensics only	Keep 6-12 pre-defined exemplars
plots/ml_runs/ml_xgb_8d/outliers_test_raw_true_pred_resid_png/outlier_test_0112_idx23028.png	Chapter 5 / Appendix	Low	Large galleries; qualitative forensics only	Keep 6-12 pre-defined exemplars
plots/ml_runs/ml_xgb_8d/outliers_test_raw_true_pred_resid_png/outlier_test_0113_idx813.png	Chapter 5 / Appendix	Low	Large galleries; qualitative forensics only	Keep 6-12 pre-defined exemplars
plots/ml_runs/ml_xgb_8d/outliers_test_raw_true_pred_resid_png/outlier_test_0114_idx2296.png	Chapter 5 / Appendix	Low	Large galleries; qualitative forensics only	Keep 6-12 pre-defined exemplars
plots/ml_runs/ml_xgb_8d/outliers_test_raw_true_pred_resid_png/outlier_test_0115_idx26549.png	Chapter 5 / Appendix	Low	Large galleries; qualitative forensics only	Keep 6-12 pre-defined exemplars
plots/ml_runs/ml_xgb_8d/outliers_test_raw_true_pred_resid_png/outlier_test_0116_idx10094.png	Chapter 5 / Appendix	Low	Large galleries; qualitative forensics only	Keep 6-12 pre-defined exemplars
plots/ml_runs/ml_xgb_8d/outliers_test_raw_true_pred_resid_png/outlier_test_0117_idx8771.png	Chapter 5 / Appendix	Low	Large galleries; qualitative forensics only	Keep 6-12 pre-defined exemplars
plots/ml_runs/ml_xgb_8d/outliers_test_raw_true_pred_resid_png/outlier_test_0118_idx26568.png	Chapter 5 / Appendix	Low	Large galleries; qualitative forensics only	Keep 6-12 pre-defined exemplars
plots/ml_runs/ml_xgb_8d/outliers_test_raw_true_pred_resid_png/outlier_test_0119_idx14183.png	Chapter 5 / Appendix	Low	Large galleries; qualitative forensics only	Keep 6-12 pre-defined exemplars
plots/ml_runs/ml_xgb_8d/outliers_test_raw_true_pred_resid_png/outlier_test_0120_idx8661.png	Chapter 5 / Appendix	Low	Large galleries; qualitative forensics only	Keep 6-12 pre-defined exemplars
plots/ml_runs/ml_xgb_8d/outliers_test_raw_true_pred_resid_png/outlier_test_0121_idx14456.png	Chapter 5 / Appendix	Low	Large galleries; qualitative forensics only	Keep 6-12 pre-defined exemplars
plots/ml_runs/ml_xgb_8d/outliers_test_raw_true_pred_resid_png/outlier_test_0122_idx2098.png	Chapter 5 / Appendix	Low	Large galleries; qualitative forensics only	Keep 6-12 pre-defined exemplars
plots/ml_runs/ml_xgb_8d/outliers_test_raw_true_pred_resid_png/outlier_test_0123_idx23061.png	Chapter 5 / Appendix	Low	Large galleries; qualitative forensics only	Keep 6-12 pre-defined exemplars
plots/ml_runs/ml_xgb_8d/outliers_test_raw_true_pred_resid_png/outlier_test_0124_idx3604.png	Chapter 5 / Appendix	Low	Large galleries; qualitative forensics only	Keep 6-12 pre-defined exemplars
plots/ml_runs/ml_xgb_8d/outliers_test_raw_true_pred_resid_png/outlier_test_0125_idx25892.png	Chapter 5 / Appendix	Low	Large galleries; qualitative forensics only	Keep 6-12 pre-defined exemplars
plots/ml_runs/ml_xgb_8d/outliers_test_raw_true_pred_resid_png/outlier_test_0126_idx33804.png	Chapter 5 / Appendix	Low	Large galleries; qualitative forensics only	Keep 6-12 pre-defined exemplars
plots/ml_runs/ml_xgb_8d/outliers_test_raw_true_pred_resid_png/outlier_test_0127_idx24438.png	Chapter 5 / Appendix	Low	Large galleries; qualitative forensics only	Keep 6-12 pre-defined exemplars
plots/ml_runs/ml_xgb_8d/outliers_test_raw_true_pred_resid_png/outlier_test_0128_idx26579.png	Chapter 5 / Appendix	Low	Large galleries; qualitative forensics only	Keep 6-12 pre-defined exemplars
plots/ml_runs/ml_xgb_8d/outliers_test_raw_true_pred_resid_png/outlier_test_0129_idx31420.png	Chapter 5 / Appendix	Low	Large galleries; qualitative forensics only	Keep 6-12 pre-defined exemplars
plots/ml_runs/ml_xgb_8d/outliers_test_raw_true_pred_resid_png/outlier_test_0130_idx26581.png	Chapter 5 / Appendix	Low	Large galleries; qualitative forensics only	Keep 6-12 pre-defined exemplars
plots/ml_runs/ml_xgb_8d/outliers_test_raw_true_pred_resid_png/outlier_test_0131_idx3639.png	Chapter 5 / Appendix	Low	Large galleries; qualitative forensics only	Keep 6-12 pre-defined exemplars
plots/ml_runs/ml_xgb_8d/outliers_test_raw_true_pred_resid_png/outlier_test_0132_idx31183.png	Chapter 5 / Appendix	Low	Large galleries; qualitative forensics only	Keep 6-12 pre-defined exemplars
plots/ml_runs/ml_xgb_8d/outliers_test_raw_true_pred_resid_png/outlier_test_0133_idx991.png	Chapter 5 / Appendix	Low	Large galleries; qualitative forensics only	Keep 6-12 pre-defined exemplars
plots/ml_runs/ml_xgb_8d/outliers_test_raw_true_pred_resid_png/outlier_test_0134_idx8647.png	Chapter 5 / Appendix	Low	Large galleries; qualitative forensics only	Keep 6-12 pre-defined exemplars
plots/ml_runs/ml_xgb_8d/outliers_test_raw_true_pred_resid_png/outlier_test_0135_idx33761.png	Chapter 5 / Appendix	Low	Large galleries; qualitative forensics only	Keep 6-12 pre-defined exemplars
plots/ml_runs/ml_xgb_8d/outliers_test_raw_true_pred_resid_png/outlier_test_0136_idx2654.png	Chapter 5 / Appendix	Low	Large galleries; qualitative forensics only	Keep 6-12 pre-defined exemplars
plots/ml_runs/ml_xgb_8d/outliers_test_raw_true_pred_resid_png/outlier_test_0137_idx26607.png	Chapter 5 / Appendix	Low	Large galleries; qualitative forensics only	Keep 6-12 pre-defined exemplars
plots/ml_runs/ml_xgb_8d/outliers_test_raw_true_pred_resid_png/outlier_test_0138_idx14848.png	Chapter 5 / Appendix	Low	Large galleries; qualitative forensics only	Keep 6-12 pre-defined exemplars
plots/ml_runs/ml_xgb_8d/outliers_test_raw_true_pred_resid_png/outlier_test_0139_idx22832.png	Chapter 5 / Appendix	Low	Large galleries; qualitative forensics only	Keep 6-12 pre-defined exemplars
plots/ml_runs/ml_xgb_8d/outliers_test_raw_true_pred_resid_png/outlier_test_0140_idx10645.png	Chapter 5 / Appendix	Low	Large galleries; qualitative forensics only	Keep 6-12 pre-defined exemplars
plots/ml_runs/ml_xgb_8d/outliers_test_raw_true_pred_resid_png/outlier_test_0141_idx23529.png	Chapter 5 / Appendix	Low	Large galleries; qualitative forensics only	Keep 6-12 pre-defined exemplars
plots/ml_runs/ml_xgb_8d/outliers_test_raw_true_pred_resid_png/outlier_test_0142_idx31470.png	Chapter 5 / Appendix	Low	Large galleries; qualitative forensics only	Keep 6-12 pre-defined exemplars
plots/ml_runs/ml_xgb_8d/outliers_test_raw_true_pred_resid_png/outlier_test_0143_idx1248.png	Chapter 5 / Appendix	Low	Large galleries; qualitative forensics only	Keep 6-12 pre-defined exemplars
plots/ml_runs/ml_xgb_8d/outliers_test_raw_true_pred_resid_png/outlier_test_0144_idx28221.png	Chapter 5 / Appendix	Low	Large galleries; qualitative forensics only	Keep 6-12 pre-defined exemplars
plots/ml_runs/ml_xgb_8d/outliers_test_raw_true_pred_resid_png/outlier_test_0145_idx646.png	Chapter 5 / Appendix	Low	Large galleries; qualitative forensics only	Keep 6-12 pre-defined exemplars
plots/ml_runs/ml_xgb_8d/outliers_test_raw_true_pred_resid_png/outlier_test_0146_idx775.png	Chapter 5 / Appendix	Low	Large galleries; qualitative forensics only	Keep 6-12 pre-defined exemplars
plots/ml_runs/ml_xgb_8d/outliers_test_raw_true_pred_resid_png/outlier_test_0147_idx2144.png	Chapter 5 / Appendix	Low	Large galleries; qualitative forensics only	Keep 6-12 pre-defined exemplars
plots/ml_runs/ml_xgb_8d/outliers_test_raw_true_pred_resid_png/outlier_test_0148_idx31428.png	Chapter 5 / Appendix	Low	Large galleries; qualitative forensics only	Keep 6-12 pre-defined exemplars
plots/ml_runs/ml_xgb_8d/outliers_test_raw_true_pred_resid_png/outlier_test_0149_idx18832.png	Chapter 5 / Appendix	Low	Large galleries; qualitative forensics only	Keep 6-12 pre-defined exemplars
plots/ml_runs/ml_xgb_8d/outliers_test_raw_true_pred_resid_png/outlier_test_0150_idx27591.png	Chapter 5 / Appendix	Low	Large galleries; qualitative forensics only	Keep 6-12 pre-defined exemplars
plots/ml_runs/ml_xgb_8d/outliers_test_raw_true_pred_resid_png/outlier_test_0151_idx11531.png	Chapter 5 / Appendix	Low	Large galleries; qualitative forensics only	Keep 6-12 pre-defined exemplars
plots/ml_runs/ml_xgb_8d/outliers_test_raw_true_pred_resid_png/outlier_test_0152_idx1331.png	Chapter 5 / Appendix	Low	Large galleries; qualitative forensics only	Keep 6-12 pre-defined exemplars
plots/ml_runs/ml_xgb_8d/outliers_test_raw_true_pred_resid_png/outlier_test_0153_idx9682.png	Chapter 5 / Appendix	Low	Large galleries; qualitative forensics only	Keep 6-12 pre-defined exemplars
plots/ml_runs/ml_xgb_8d/outliers_test_raw_true_pred_resid_png/outlier_test_0154_idx27361.png	Chapter 5 / Appendix	Low	Large galleries; qualitative forensics only	Keep 6-12 pre-defined exemplars
plots/ml_runs/ml_xgb_8d/outliers_test_raw_true_pred_resid_png/outlier_test_0155_idx26205.png	Chapter 5 / Appendix	Low	Large galleries; qualitative forensics only	Keep 6-12 pre-defined exemplars
plots/ml_runs/ml_xgb_8d/outliers_test_raw_true_pred_resid_png/outlier_test_0156_idx11770.png	Chapter 5 / Appendix	Low	Large galleries; qualitative forensics only	Keep 6-12 pre-defined exemplars
plots/ml_runs/ml_xgb_8d/outliers_test_raw_true_pred_resid_png/outlier_test_0157_idx22724.png	Chapter 5 / Appendix	Low	Large galleries; qualitative forensics only	Keep 6-12 pre-defined exemplars
plots/ml_runs/ml_xgb_8d/outliers_test_raw_true_pred_resid_png/outlier_test_0158_idx8682.png	Chapter 5 / Appendix	Low	Large galleries; qualitative forensics only	Keep 6-12 pre-defined exemplars
plots/ml_runs/ml_xgb_8d/outliers_test_raw_true_pred_resid_png/outlier_test_0159_idx25980.png	Chapter 5 / Appendix	Low	Large galleries; qualitative forensics only	Keep 6-12 pre-defined exemplars
plots/ml_runs/ml_xgb_8d/outliers_test_raw_true_pred_resid_png/outlier_test_0160_idx26454.png	Chapter 5 / Appendix	Low	Large galleries; qualitative forensics only	Keep 6-12 pre-defined exemplars
plots/ml_runs/ml_xgb_8d/outliers_test_raw_true_pred_resid_png/outlier_test_0161_idx23520.png	Chapter 5 / Appendix	Low	Large galleries; qualitative forensics only	Keep 6-12 pre-defined exemplars
plots/ml_runs/ml_xgb_8d/outliers_test_raw_true_pred_resid_png/outlier_test_0162_idx19443.png	Chapter 5 / Appendix	Low	Large galleries; qualitative forensics only	Keep 6-12 pre-defined exemplars
plots/ml_runs/ml_xgb_8d/outliers_test_raw_true_pred_resid_png/outlier_test_0163_idx26494.png	Chapter 5 / Appendix	Low	Large galleries; qualitative forensics only	Keep 6-12 pre-defined exemplars
plots/ml_runs/ml_xgb_8d/outliers_test_raw_true_pred_resid_png/outlier_test_0164_idx26237.png	Chapter 5 / Appendix	Low	Large galleries; qualitative forensics only	Keep 6-12 pre-defined exemplars
plots/ml_runs/ml_xgb_8d/outliers_test_raw_true_pred_resid_png/outlier_test_0165_idx28240.png	Chapter 5 / Appendix	Low	Large galleries; qualitative forensics only	Keep 6-12 pre-defined exemplars
plots/ml_runs/ml_xgb_8d/outliers_test_raw_true_pred_resid_png/outlier_test_0166_idx8273.png	Chapter 5 / Appendix	Low	Large galleries; qualitative forensics only	Keep 6-12 pre-defined exemplars
plots/ml_runs/ml_xgb_8d/outliers_test_raw_true_pred_resid_png/outlier_test_0167_idx22363.png	Chapter 5 / Appendix	Low	Large galleries; qualitative forensics only	Keep 6-12 pre-defined exemplars
plots/ml_runs/ml_xgb_8d/outliers_test_raw_true_pred_resid_png/outlier_test_0168_idx19193.png	Chapter 5 / Appendix	Low	Large galleries; qualitative forensics only	Keep 6-12 pre-defined exemplars
plots/ml_runs/ml_xgb_8d/outliers_test_raw_true_pred_resid_png/outlier_test_0169_idx10684.png	Chapter 5 / Appendix	Low	Large galleries; qualitative forensics only	Keep 6-12 pre-defined exemplars
plots/ml_runs/ml_xgb_8d/outliers_test_raw_true_pred_resid_png/outlier_test_0170_idx26501.png	Chapter 5 / Appendix	Low	Large galleries; qualitative forensics only	Keep 6-12 pre-defined exemplars
plots/ml_runs/ml_xgb_8d/outliers_test_raw_true_pred_resid_png/outlier_test_0171_idx14271.png	Chapter 5 / Appendix	Low	Large galleries; qualitative forensics only	Keep 6-12 pre-defined exemplars
plots/ml_runs/ml_xgb_8d/outliers_test_raw_true_pred_resid_png/outlier_test_0172_idx26424.png	Chapter 5 / Appendix	Low	Large galleries; qualitative forensics only	Keep 6-12 pre-defined exemplars
